"segment_id","user_id","user_ext_id","fact_type_id","resource_type_id"
15117,149561316,"63491405",5,3
15117,152400675,"63956743",5,3
15117,144839544,"62336173",5,3
15117,148762057,"63219869",5,3
15117,150032146,"63611885",5,3
15117,151408709,"63777617",5,3
15117,151831619,"63857370",5,3
15117,149423070,"63444100",5,3
15117,149638452,"63518631",5,3
15117,150881222,"63735438",5,3
15117,149543572,"63484905",5,3
15117,152872038,"64049043",5,3
15117,150888252,"63736918",5,3
15117,150238984,"63653091",5,3
15117,148504740,"63150821",5,3
15117,150209500,"63646982",5,3
15117,148811842,"63233104",5,3
15117,149551745,"63487907",5,3
15117,149731079,"63546367",5,3
15117,149427841,"63446475",5,3
15117,150381328,"63683863",5,3
15117,123665482,"56703632",5,3
15117,149459722,"63457841",5,3
15117,151946403,"63880237",5,3
15117,120561738,"56344899",5,3
15117,150131703,"63628600",5,3
15117,149652725,"63523822",5,3
15117,148653149,"63189618",5,3
15117,149313451,"63398096",5,3
15117,150711136,"63697084",5,3
15117,152658699,"64009422",5,3
15117,153325497,"64121869",5,3
15117,152767250,"64028280",5,3
15117,150024495,"63611148",5,3
15117,148599547,"63176920",5,3
15117,156121846,"64674387",5,3
15117,142212974,"61734022",5,3
15117,153225552,"64105843",5,3
15117,151967260,"63884412",5,3
15117,150046435,"63613946",5,3
15117,151645037,"63824371",5,3
15117,149797219,"63563990",5,3
15117,149194486,"63354254",5,3
15117,150865999,"63732054",5,3
15117,148980710,"63281438",5,3
15117,151740061,"63841208",5,3
15117,148301207,"63099580",5,3
15117,149544759,"63485389",5,3
15117,149635341,"63517585",5,3
15117,150334495,"63673824",5,3
15117,152811066,"64036397",5,3
15117,149893108,"63582188",5,3
15117,150346162,"63676555",5,3
15117,149410511,"63437706",5,3
15117,151297498,"63759019",5,3
15117,152924371,"64061319",5,3
15117,153687872,"64189899",5,3
15117,148585830,"63173208",5,3
15117,43189304,"10716005",5,3
15117,154879199,"64498299",5,3
15117,150752792,"63706394",5,3
15117,148367280,"63116775",5,3
15117,149986973,"63604408",5,3
15117,148694774,"63201693",5,3
15117,149366882,"63418979",5,3
15117,149637954,"63518396",5,3
15117,149552146,"63488055",5,3
15117,153957868,"64249284",5,3
15117,128455212,"57968039",5,3
15117,139242464,"61081068",5,3
15117,149459277,"63457622",5,3
15117,152646364,"64006460",5,3
15117,151708893,"63835302",5,3
15117,150215362,"63648076",5,3
15117,149616654,"63510877",5,3
15117,149982638,"63603469",5,3
15117,151596815,"63815085",5,3
15117,152149034,"63923305",5,3
15117,150346660,"63676666",5,3
15117,151875581,"63866140",5,3
15117,150943473,"63748225",5,3
15117,153352986,"64126004",5,3
15117,149188465,"63351796",5,3
15117,152070506,"63906664",5,3
15117,152069273,"63906458",5,3
15117,152304131,"63943346",5,3
15117,149338556,"63407233",5,3
15117,151339746,"63765808",5,3
15117,148924612,"63265647",5,3
15117,154357778,"64326895",5,3
15117,151474986,"63789102",5,3
15117,148306435,"63101509",5,3
15117,153687450,"64189915",5,3
15117,149421065,"63443224",5,3
15117,153268272,"64112956",5,3
15117,149208410,"63359410",5,3
15117,151343366,"63766288",5,3
15117,149093915,"63318932",5,3
15117,149442529,"63449213",5,3
15117,149619814,"63512144",5,3
15117,149122427,"63328329",5,3
15117,148851979,"63243815",5,3
15117,150363388,"63680116",5,3
15117,151474800,"63789063",5,3
15117,149277283,"63383791",5,3
15117,148956598,"63274117",5,3
15117,120893300,"56423076",5,3
15117,64927508,"45249889",5,3
15117,153759276,"64202099",5,3
15117,149704512,"63538800",5,3
15117,148175623,"63078333",5,3
15117,149284532,"63385921",5,3
15117,149939563,"63594139",5,3
15117,43233893,"11458388",5,3
15117,154875600,"64497486",5,3
15117,149738492,"63549323",5,3
15117,149448094,"63451924",5,3
15117,149445583,"63450664",5,3
15117,149279161,"63384286",5,3
15117,148165531,"63076908",5,3
15117,152670210,"64011237",5,3
15117,149186784,"63350938",5,3
15117,149284083,"63385763",5,3
15117,148284120,"63096082",5,3
15117,151473741,"63788840",5,3
15117,148600975,"63177193",5,3
15117,150233509,"63652336",5,3
15117,149138186,"63332517",5,3
15117,149780390,"63561582",5,3
15117,54012569,"39454550",5,3
15117,149397379,"63432099",5,3
15117,152015584,"63894959",5,3
15117,151933900,"63877218",5,3
15117,152128485,"63918855",5,3
15117,153332964,"64122726",5,3
15117,149574564,"63496231",5,3
15117,155453710,"64583862",5,3
15117,149462111,"63458938",5,3
15117,153389703,"64132316",5,3
15117,153318142,"64121051",5,3
15117,150852775,"63729418",5,3
15117,60716964,"44163827",5,3
15117,153834173,"64218786",5,3
15117,148271786,"63093541",5,3
15117,153864017,"64224958",5,3
15117,152442111,"63971067",5,3
15117,149098579,"63320365",5,3
15117,153278796,"64114863",5,3
15117,149862583,"63574583",5,3
15117,149358624,"63415222",5,3
15117,149841741,"63572495",5,3
15117,152208554,"63933128",5,3
15117,149406797,"63436185",5,3
15117,150864832,"63731806",5,3
15117,153677778,"64187536",5,3
15117,152824707,"64039163",5,3
15117,151938081,"63878233",5,3
15117,150159569,"63633970",5,3
15117,153684941,"64189272",5,3
15117,153108630,"64088823",5,3
15117,149214270,"63361308",5,3
15117,149297677,"63390939",5,3
15117,150884666,"63736173",5,3
15117,148449453,"63137764",5,3
15117,154394584,"64395109",5,3
15117,151308997,"63760727",5,3
15117,149573267,"63495857",5,3
15117,151392378,"63774590",5,3
15117,126902101,"57462704",5,3
15117,149415045,"63440159",5,3
15117,149118318,"63327091",5,3
15117,152499264,"63976504",5,3
15117,151411581,"63777858",5,3
15117,150304390,"63667497",5,3
15117,155761152,"64617075",5,3
15117,152107110,"63914583",5,3
15117,150772563,"63711031",5,3
15117,151463994,"63786779",5,3
15117,149710191,"63540539",5,3
15117,153463071,"64143752",5,3
15117,150877479,"63734546",5,3
15117,152279314,"63937941",5,3
15117,149410407,"63437647",5,3
15117,151474761,"63789056",5,3
15117,149183861,"63349779",5,3
15117,150234705,"63652502",5,3
15117,149335046,"63406045",5,3
15117,142771435,"61853347",5,3
15117,148767174,"63221083",5,3
15117,148961644,"63275465",5,3
15117,149484864,"63465211",5,3
15117,150311960,"63668786",5,3
15117,153685630,"64189451",5,3
15117,152112571,"63915712",5,3
15117,149443677,"63449720",5,3
15117,150839969,"63726439",5,3
15117,43191918,"10718618",5,3
15117,152724928,"64020944",5,3
15117,146998581,"62843840",5,3
15117,150131178,"63628453",5,3
15117,151909006,"63871541",5,3
15117,148759075,"63219361",5,3
15117,154768576,"64472142",5,3
15117,43348460,"14388607",5,3
15117,149132952,"63331039",5,3
15117,149680386,"63532224",5,3
15117,151676858,"63830310",5,3
15117,146080436,"62633904",5,3
15117,149732630,"63546887",5,3
15117,153553316,"64161113",5,3
15117,148877653,"63251220",5,3
15117,149357750,"63414887",5,3
15117,151977836,"63886152",5,3
15117,154184915,"64285772",5,3
15117,155048340,"64533356",5,3
15117,148928316,"63266649",5,3
15117,149473221,"63460916",5,3
15117,154323533,"64309940",5,3
15117,153105607,"64088479",5,3
15117,149190304,"63352615",5,3
15117,151647641,"63824895",5,3
15117,150942755,"63747982",5,3
15117,148468360,"63142224",5,3
15117,150242771,"63653764",5,3
15117,149370270,"63419965",5,3
15117,153866059,"64225353",5,3
15117,148730604,"63212304",5,3
15117,151689105,"63832382",5,3
15117,149111301,"63324729",5,3
15117,149607740,"63507861",5,3
15117,149358715,"63415255",5,3
15117,146228691,"62671925",5,3
15117,137596701,"60595813",5,3
15117,154168800,"64283087",5,3
15117,149179738,"63348530",5,3
15117,150340811,"63675358",5,3
15117,149452352,"63454013",5,3
15117,151793924,"63850059",5,3
15117,149357952,"63414969",5,3
15117,149399685,"63433196",5,3
15117,151419936,"63779182",5,3
15117,149577201,"63497246",5,3
15117,150922155,"63743658",5,3
15117,120237291,"56231252",5,3
15117,156084820,"64665281",5,3
15117,150780568,"63713192",5,3
15117,148814966,"63234015",5,3
15117,147795497,"63006334",5,3
15117,43177029,"10703732",5,3
15117,153112655,"64089339",5,3
15117,153860646,"64224281",5,3
15117,150726540,"63701066",5,3
15117,150714747,"63698085",5,3
15117,151843224,"63859832",5,3
15117,149599341,"63505125",5,3
15117,152300002,"63942438",5,3
15117,153174263,"64097978",5,3
15117,151607542,"63816901",5,3
15117,149902046,"63584626",5,3
15117,149723623,"63544367",5,3
15117,150705827,"63695685",5,3
15117,149634575,"63517308",5,3
15117,149537058,"63482277",5,3
15117,154403738,"64398667",5,3
15117,151848178,"63860847",5,3
15117,152724760,"64020913",5,3
15117,148909796,"63260942",5,3
15117,149442920,"63449368",5,3
15117,149067727,"63310388",5,3
15117,150301024,"63666956",5,3
15117,150905949,"63740246",5,3
15117,144184336,"62164622",5,3
15117,149806567,"63566078",5,3
15117,150776525,"63712181",5,3
15117,153485355,"64148038",5,3
15117,150680875,"63689313",5,3
15117,154359809,"64331036",5,3
15117,147489735,"62946484",5,3
15117,151673449,"63829740",5,3
15117,149861881,"63574428",5,3
15117,152990367,"64072671",5,3
15117,149442560,"63449231",5,3
15117,149626493,"63514519",5,3
15117,149555359,"63489234",5,3
15117,149854508,"63573155",5,3
15117,153500173,"64150546",5,3
15117,153110038,"64089012",5,3
15117,151507312,"63796136",5,3
15117,149138735,"63332676",5,3
15117,149451958,"63453832",5,3
15117,155042528,"64532191",5,3
15117,149980862,"63603092",5,3
15117,149431222,"63447918",5,3
15117,151648089,"63824977",5,3
15117,149370250,"63419958",5,3
15117,148369174,"63117453",5,3
15117,149572979,"63495778",5,3
15117,148771263,"63222103",5,3
15117,60814913,"44460130",5,3
15117,154606740,"64446929",5,3
15117,150012575,"63609780",5,3
15117,151564532,"63808905",5,3
15117,151709327,"63835388",5,3
15117,153595719,"64170465",5,3
15117,152893092,"64055183",5,3
15117,150953730,"63750598",5,3
15117,43191442,"10718143",5,3
15117,149614480,"63510066",5,3
15117,151414285,"63778284",5,3
15117,148666126,"63193685",5,3
15117,152029106,"63898474",5,3
15117,152500961,"63976540",5,3
15117,149696764,"63536261",5,3
15117,151917574,"63873271",5,3
15117,148983693,"63282311",5,3
15117,154207745,"64289035",5,3
15117,154122001,"64277347",5,3
15117,151874828,"63865994",5,3
15117,148693544,"63201373",5,3
15117,147448808,"62939337",5,3
15117,150844532,"63727472",5,3
15117,149461051,"63458485",5,3
15117,153171474,"64097591",5,3
15117,148214489,"63085990",5,3
15117,150983856,"63754583",5,3
15117,64908178,"45106467",5,3
15117,148523183,"63155984",5,3
15117,149186493,"63350828",5,3
15117,148736364,"63213796",5,3
15117,149132816,"63331007",5,3
15117,152242636,"63937044",5,3
15117,151477002,"63789552",5,3
15117,150878341,"63734762",5,3
15117,149982909,"63603527",5,3
15117,150790960,"63715443",5,3
15117,149452133,"63453924",5,3
15117,149506576,"63470133",5,3
15117,149479417,"63462998",5,3
15117,143763993,"62079630",5,3
15117,151566932,"63809429",5,3
15117,43230352,"11298066",5,3
15117,149416093,"63440783",5,3
15117,143777319,"62082755",5,3
15117,149643284,"63520137",5,3
15117,147925670,"63026314",5,3
15117,149655748,"63524920",5,3
15117,150749336,"63705683",5,3
15117,153132261,"64092145",5,3
15117,149665392,"63527441",5,3
15117,43166333,"8673396",5,3
15117,151979391,"63886406",5,3
15117,152025679,"63897498",5,3
15117,149735923,"63548018",5,3
15117,148923380,"63265343",5,3
15117,144151250,"62157657",5,3
15117,149534960,"63481358",5,3
15117,150259457,"63658389",5,3
15117,149350495,"63412589",5,3
15117,149360461,"63416343",5,3
15117,153273572,"64113940",5,3
15117,151345275,"63766593",5,3
15117,141217496,"61517092",5,3
15117,149457854,"63457013",5,3
15117,151608942,"63817110",5,3
15117,149294130,"63389560",5,3
15117,149516069,"63473640",5,3
15117,151233167,"63755898",5,3
15117,154444474,"64410933",5,3
15117,152809274,"64036038",5,3
15117,151335419,"63765228",5,3
15117,155718342,"64605472",5,3
15117,149426256,"63445347",5,3
15117,149644064,"63520361",5,3
15117,154062727,"64270616",5,3
15117,151880378,"63867153",5,3
15117,149770631,"63558084",5,3
15117,149313008,"63397916",5,3
15117,149258402,"63377519",5,3
15117,149448838,"63452292",5,3
15117,149917728,"63588866",5,3
15117,151883572,"63867642",5,3
15117,151390706,"63774204",5,3
15117,149414963,"63440119",5,3
15117,155516877,"64592649",5,3
15117,149481241,"63463815",5,3
15117,149781764,"63562157",5,3
15117,148593005,"63175336",5,3
15117,149097145,"63319902",5,3
15117,148998205,"63286960",5,3
15117,148304342,"63100188",5,3
15117,149442232,"63449095",5,3
15117,149401705,"63434006",5,3
15117,149264843,"63379670",5,3
15117,150904433,"63739925",5,3
15117,152940734,"64063541",5,3
15117,153960620,"64250917",5,3
15117,151299087,"63759295",5,3
15117,149840197,"63572274",5,3
15117,151928681,"63876027",5,3
15117,149564582,"63492704",5,3
15117,149128801,"63330022",5,3
15117,146251144,"62677324",5,3
15117,151925402,"63875218",5,3
15117,152112390,"63915675",5,3
15117,151281561,"63756511",5,3
15117,150161327,"63634363",5,3
15117,149714317,"63541741",5,3
15117,153186027,"64099523",5,3
15117,149284912,"63386034",5,3
15117,153687875,"64189863",5,3
15117,150077110,"63618010",5,3
15117,149446366,"63451066",5,3
15117,151463884,"63786756",5,3
15117,154341645,"64314717",5,3
15117,150728007,"63701329",5,3
15117,153229312,"64106491",5,3
15117,150293910,"63664853",5,3
15117,142218221,"61735077",5,3
15117,149450518,"63453134",5,3
15117,153158380,"64096096",5,3
15117,150218850,"63648709",5,3
15117,149590355,"63501786",5,3
15117,149979414,"63602703",5,3
15117,149106863,"63323065",5,3
15117,152944622,"64064158",5,3
15117,151587989,"63813553",5,3
15117,150681294,"63689434",5,3
15117,149876445,"63577102",5,3
15117,148065708,"63053675",5,3
15117,149091292,"63318162",5,3
15117,150694952,"63692759",5,3
15117,155067781,"64537571",5,3
15117,148545851,"63162024",5,3
15117,148315247,"63103417",5,3
15117,149875392,"63576870",5,3
15117,43537134,"16735424",5,3
15117,149554989,"63489091",5,3
15117,151444270,"63782813",5,3
15117,150383191,"63684302",5,3
15117,152851051,"64043965",5,3
15117,150110540,"63623762",5,3
15117,149647756,"63521893",5,3
15117,149451279,"63453476",5,3
15117,147227832,"62901178",5,3
15117,101096383,"48522977",5,3
15117,152763001,"64027645",5,3
15117,149639549,"63519196",5,3
15117,152649329,"64007565",5,3
15117,149424033,"63444448",5,3
15117,149556213,"63489519",5,3
15117,149577592,"63497427",5,3
15117,145906327,"62589834",5,3
15117,149873807,"63576464",5,3
15117,149391198,"63429491",5,3
15117,144461026,"62229632",5,3
15117,155648492,"64601404",5,3
15117,153385626,"64131433",5,3
15117,149875162,"63576789",5,3
15117,149602073,"63506090",5,3
15117,150302606,"63667268",5,3
15117,149918569,"63589069",5,3
15117,150043540,"63613856",5,3
15117,151940208,"63878745",5,3
15117,153818143,"64213584",5,3
15117,154513432,"64426117",5,3
15117,155522515,"64593621",5,3
15117,149494621,"63468191",5,3
15117,146105007,"62640931",5,3
15117,149460490,"63458229",5,3
15117,152225090,"63934758",5,3
15117,153356202,"64126484",5,3
15117,148607382,"63178634",5,3
15117,154881902,"64498904",5,3
15117,148804660,"63231057",5,3
15117,150794792,"63716217",5,3
15117,150703893,"63695141",5,3
15117,147423348,"62934222",5,3
15117,152912501,"64059259",5,3
15117,152848726,"64043524",5,3
15117,154524351,"64428852",5,3
15117,153161268,"64096428",5,3
15117,152776404,"64029293",5,3
15117,149469496,"63460174",5,3
15117,145937069,"62597821",5,3
15117,149202756,"63357159",5,3
15117,152400070,"63956586",5,3
15117,151501697,"63794872",5,3
15117,149132487,"63330924",5,3
15117,152907521,"64058253",5,3
15117,154552170,"64434432",5,3
15117,152233311,"63936031",5,3
15117,149461951,"63458858",5,3
15117,152059849,"63904947",5,3
15117,141646406,"61613973",5,3
15117,149122918,"63328437",5,3
15117,146493100,"62737658",5,3
15117,149313478,"63398108",5,3
15117,149734047,"63547247",5,3
15117,147148878,"62879744",5,3
15117,149419200,"63442273",5,3
15117,43189268,"10715969",5,3
15117,150723139,"63700308",5,3
15117,149963528,"63601119",5,3
15117,148532990,"63158406",5,3
15117,147767065,"63000016",5,3
15117,153815509,"64212823",5,3
15117,152228104,"63935200",5,3
15117,150798187,"63716944",5,3
15117,150114583,"63624789",5,3
15117,154118625,"64277059",5,3
15117,148701925,"63203548",5,3
15117,149861736,"63574392",5,3
15117,152685787,"64013553",5,3
15117,151430689,"63780443",5,3
15117,149709885,"63540440",5,3
15117,155985777,"64641860",5,3
15117,152232841,"63935958",5,3
15117,150035074,"63612387",5,3
15117,151434181,"63780992",5,3
15117,151550374,"63805551",5,3
15117,153019003,"64076940",5,3
15117,151499783,"63794471",5,3
15117,149242048,"63372820",5,3
15117,148835566,"63240193",5,3
15117,151664714,"63828089",5,3
15117,152438663,"63970468",5,3
15117,149650005,"63522780",5,3
15117,152224553,"63934685",5,3
15117,155525341,"64594099",5,3
15117,149455763,"63455871",5,3
15117,151800915,"63850859",5,3
15117,149461516,"63458684",5,3
15117,152060472,"63905071",5,3
15117,149567513,"63493743",5,3
15117,148440995,"63135498",5,3
15117,153872177,"64227384",5,3
15117,123438621,"56627114",5,3
15117,150355915,"63678717",5,3
15117,149966262,"63601841",5,3
15117,151631905,"63821662",5,3
15117,154048981,"64268147",5,3
15117,150089808,"63620882",5,3
15117,154300114,"64303601",5,3
15117,151855010,"63862338",5,3
15117,61262714,"44611790",5,3
15117,151683271,"63831457",5,3
15117,151427693,"63780106",5,3
15117,153168993,"64097312",5,3
15117,150684187,"63690172",5,3
15117,149542192,"63484319",5,3
15117,153571903,"64165652",5,3
15117,154280857,"64298744",5,3
15117,149032139,"63297554",5,3
15117,153684469,"64189099",5,3
15117,149766259,"63556801",5,3
15117,153103084,"64088208",5,3
15117,150073506,"63617244",5,3
15117,151841325,"63859441",5,3
15117,153576194,"64166702",5,3
15117,145880239,"62582781",5,3
15117,145839453,"62571982",5,3
15117,148617903,"63180830",5,3
15117,150881539,"63735503",5,3
15117,153705142,"64193806",5,3
15117,151933644,"63877156",5,3
15117,150064567,"63615194",5,3
15117,149737536,"63548971",5,3
15117,149622547,"63513227",5,3
15117,149089181,"63317525",5,3
15117,151318873,"63762450",5,3
15117,153559901,"64162723",5,3
15117,147893520,"63019769",5,3
15117,154291352,"64301213",5,3
15117,152891552,"64053248",5,3
15117,152942638,"64063827",5,3
15117,152772145,"64028833",5,3
15117,43193596,"10720297",5,3
15117,154451076,"64412839",5,3
15117,147497074,"62948244",5,3
15117,152942024,"64063728",5,3
15117,149430468,"63447644",5,3
15117,149916378,"63588586",5,3
15117,154409075,"64400209",5,3
15117,149170336,"63344836",5,3
15117,152399338,"63956408",5,3
15117,144050814,"62136521",5,3
15117,134455446,"59823718",5,3
15117,151918758,"63873547",5,3
15117,152570253,"63993251",5,3
15117,152890190,"64053013",5,3
15117,153940977,"64241581",5,3
15117,149687477,"63534239",5,3
15117,149187268,"63351151",5,3
15117,153477576,"64146417",5,3
15117,144355120,"62204769",5,3
15117,148601613,"63177346",5,3
15117,150024417,"63611129",5,3
15117,152534042,"63984742",5,3
15117,149476031,"63461732",5,3
15117,149602647,"63506255",5,3
15117,150801099,"63717500",5,3
15117,155326939,"64561748",5,3
15117,131314292,"58673153",5,3
15117,149346031,"63410603",5,3
15117,151388999,"63773845",5,3
15117,151470973,"63788205",5,3
15117,143856950,"62099138",5,3
15117,142265935,"61744497",5,3
15117,148004534,"63041048",5,3
15117,151499783,"63794471",5,3
15117,132904719,"59246385",5,3
15117,150694952,"63692759",5,3
15117,148607382,"63178634",5,3
15117,150688387,"63691322",5,3
15117,153185025,"64099400",5,3
15117,149577201,"63497246",5,3
